observation_type,domain,dataset_instance,var_name,var_label,var_def,pct_public,keep_previous,keep
area-level,Physical and Natural Environment,BEC_v2.0,BECBRTPRCTRIP,Bus Rapid Transit price trip,One-way Bus Rapid Transit (BRT) fare in USD. The BRT price trip standard in USD.  The BRT is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system. A unit with a higher travel price indicates a higher cost for the user per trip. Year of data: September 2017,33.33,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECBYLANELNGTH,Bicycle lane length,"Measure of bicycle lane system supply.  Bicycle facilities: public infrastructure and other areas aimed at the exclusive or shared use of bicycles. This can be an exclusive lane of a public road or an independent way where bicycles can transit. Interpretation: The total length in km of bicycle lane. A unit with higher values has more and larger bicycle lanes. Country team input: The draft of measures was sent to each country team to check for face validity.  Country teams used their expert knowledge and/or any existing criteria used to suggest any changes to the bicycle lanes variables at L and L2 “subcity”. In a preliminary audit, we modified the values according to the information of the experts in the countries and the information collected from OpenStreetMap. For each city with a value different from zero or missing, we take the highest value between the value from the official source and OpenStreetMap. Year of data: December 2017",16.35,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECCITYAGE,City foundation year,Foundation year for cities at Level 1 (Applicable only to L1AD and L1UX units). Interpretation: Colonial foundation of the city. Earliest date of colonial settlement is used as foundation year when official date was not available or when discrepancies were found between data sources. City foundation years range from 1502 to 1992. ,50,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECCOAST,Coastal city,"Binary indicator that distinguishes between coastal (with a value of 1) and inland geographies (with a value of 0). Coastal geographies are those with parts of their boundaries within 1 km from the closest coastline, whereas inland regions represent the rest. Interpretation: Coastal regions should be treated differently as they are more influenced by oceans.",0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECCVPTCHAREA,Coefficient of variation of the urban patch size,"The standard deviation of the patch size within the geographic boundary, divided by the mean patch size within the geographic boundary. Interpretation: A higher value indicates a higher level of variation of patch sizes; a lower value indicates a more even distribution of patch sizes",2.09,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECCZ,Major climate zone within boundary,"Major climate zone in a geography, indicating its seasonal precipitation and temperature patterns. Interpretation: Representative climate patterns of seasonal precipitation and temperature patterns in a geography. These patterns control for background difference in climate (precipitation and temperature) and biophysical environment (e.g., availability of greenspace and blue space).",14.55,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECDEMBRT,Demand of Bus Rapid Transit,Measure level of demand of the Bus Rapid Transit (BRT) system.  The BRT is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system. Interpretation: It is calculated as the ratio between number of users of BRT and total population (applicable only to L1). A unit with higher BRT demand values indicates a system with higher level of demand. Year of data: September 2017. ,33.42,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECEDGDENS,Edge density,"Total perimeter of all urban patches, divided by the total area of the geographic unit measured in meters per hectare. Interpretation: Indicator of fragmentation and shape complexity. A higher value indicates, for the same total area of urban patches: (1) on average, there are likely to be more smaller patches, versus fewer larger patches, and (2) on average, patches have more complex shapes.",2.09,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECEFFMESHSIZE,Effective Mesh Size,"The sum of squares of urban patch size, divided by the total area of the geographic unit in hectare. Interpretation: Indicator of fragmentation where larger patches have higher weights. Larger values reflect a larger size of urban development; low values reflect scattered, small development.",2.09,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONAVE,Average elevation,Average elevation over land area (excluding water) in meters. Large value reflects more hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONMAX,Maximum elevation,Maximum elevation over land area (excluding water) in meters. Large value reflects more hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONMEDIAN,Median elevation,Median elevation over land area (excluding water) in meters. Large value reflects more hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONMIN,Minimum elevation,Minimum elevation over land area (excluding water) in meters. Large value reflects more hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONP25,25th percentile of elevation,25th percentile of elevation over land area (excluding water) in meters. Large value reflects more hilliness or more variations in hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONP75,75th percentile of elevation,75th percentile of elevation over land area (excluding water) in meters. Large value reflects more hilliness or more variations in hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECELEVATIONSTD,Standard deviation of elevation,Standard deviation of elevation over land area (excluding water) in meters. Large value reflects more variation in hilliness.,0.15,0,
area-level,Physical and Natural Environment,BEC_v2.0,BECERRORWP,Differences between worldpop- and census-based population,"Worldpop estimated population minus census-based population then divided by the census-based population. Interpretation: A larger value shows Worldpop-estimated population is higher than census-based population, and vice versa.",20.44,0,
